exp,source,target,t_dijkstra,t_floyd
2181,48,40,5.382700010159169e-05,0.030082945999765798
2182,45,33,9.023099983096472e-05,0.026570477999939612
2183,27,20,9.813299993766122e-05,0.026416468000206805
2184,5,11,7.39689999136317e-05,0.028975572000035754
2185,20,40,0.000126567000279465,0.026773724000122456
2186,34,43,2.9744000130449422e-05,0.0265933809996568
2187,2,42,0.00010412299980089301,0.026414977999593248
2188,10,35,9.796299991648993e-05,0.028538784999909694
2189,7,33,4.182599968771683e-05,0.02660971299974335
2190,9,12,6.163800026115496e-05,0.027005935000033787
2191,45,44,0.00010398299991720705,0.02955337799994595
2192,2,26,6.810900003983988e-05,0.027948308000304678
2193,4,9,7.550999998784391e-05,0.02612370999986524
2194,43,13,5.187699980524485e-05,0.026801227999840194
2195,21,15,0.000367247999747633,0.028942247000031784
2196,44,12,7.614000014655176e-05,0.026441005999913614
2197,38,9,0.00010009300012825406,0.02724707099969237
2198,0,27,9.66129996413656e-05,0.029931819000012183
2199,27,3,9.767199981070007e-05,0.026653274000182137
2200,0,22,7.919000017864164e-05,0.026932029999898077
2201,9,12,9.481200004302082e-05,0.027423974000157614
2202,8,34,0.00012364599979264312,0.028457648000312474
2203,22,43,7.464999998774147e-05,0.02684675899990907
2204,14,8,6.81579999763926e-05,0.02678377999973236
2205,5,2,7.795999999871128e-05,0.0277830999998514
2206,11,32,0.0003494249999675958,0.028838196999913634
2207,27,21,9.510200015938608e-05,0.026191974000084883
2208,3,42,7.065899990266189e-05,0.02751720599962937
2209,18,19,0.00011090399993918254,0.02868411700001161
2210,23,41,0.00011876600001414772,0.026493542000025627
2211,4,36,0.00010674399982235627,0.026754025999707665
2212,42,32,0.00013833699995302595,0.02938250799979869
2213,3,15,0.00011038499997084728,0.02665473299975929
2214,47,4,7.770999991407734e-05,0.026875052000377764
2215,46,10,4.7976000132621266e-05,0.029101641999659478
2216,26,11,0.00010774400016089203,0.02747807100013233
2217,47,40,0.00011691500003507826,0.026941991000057897
2218,17,23,8.377099993595039e-05,0.02681726399987383
2219,48,4,0.00010530400004427065,0.0301749310001469
2220,29,48,9.88629999483237e-05,0.026856059999772697
2221,7,37,0.00010893399985434371,0.026595956000164733
2222,4,14,0.0001021230000333162,0.02908770000021832
2223,12,29,0.0001390180000271357,0.027076468999894132
2224,6,30,0.00012226600028952817,0.027079047999905015
2225,18,35,9.001099988381611e-05,0.02694637199965655
2226,14,7,7.80099999246886e-05,0.029294576999745914
2227,20,32,7.967000010467018e-05,0.026877482000145392
2228,6,46,9.191200024361024e-05,0.026538648000041576
2229,38,45,8.316000003105728e-05,0.02988881700002821
2230,7,8,0.00010797400000228663,0.027296770999782893
2231,34,5,0.00011645500035228906,0.02644083099994532
2232,15,38,7.952999976623687e-05,0.0283286149997366
2233,41,15,0.00013519699996322743,0.028272588000163523
2234,11,11,2.0942999981343746e-05,0.027292050999676576
2235,3,8,7.29789999240893e-05,0.027123898999889207
2236,12,44,9.566199969412992e-05,0.02920475799965061
2237,15,25,4.886699980488629e-05,0.026567895999960456
2238,3,49,9.535299977869727e-05,0.02663090500027465
2239,17,37,9.734200011735084e-05,0.028107036000164953
2240,4,0,4.970600002707215e-05,0.026672301000417065
2241,0,33,6.041799997547059e-05,0.027599620000273717
2242,34,41,7.049900023048394e-05,0.02671902600013709
2243,12,15,3.596499982450041e-05,0.029059177999897656
2244,38,16,8.542099976693862e-05,0.026659759000267513
2245,39,3,8.119099993564305e-05,0.02668403200004832
2246,2,2,1.8142000044463202e-05,0.02751959999977771
2247,10,30,4.195500014247955e-05,0.027296351000131835
2248,7,38,0.00010053300002255128,0.02675466199980292
2249,26,39,9.72320003711502e-05,0.02682399000013902
2250,2,35,0.00011410399974920438,0.02853480199974001
2251,47,0,2.816400001393049e-05,0.026811197999904834
2252,30,12,0.00010950400019282824,0.026730138000402803
2253,49,20,6.323799971141852e-05,0.02950674700014133
2254,21,48,4.883599967797636e-05,0.026956876999975066
2255,41,32,3.328399998281384e-05,0.026959457999964798
2256,35,0,7.733000029475079e-05,0.026128200000130164
2257,18,30,6.23480000285781e-05,0.03017537400000947
2258,19,26,0.0001275670001632534,0.028622473000268656
2259,31,30,0.0001253059999726247,0.026111798000329145
2260,38,39,9.993300000132876e-05,0.02851702899988595
2261,23,42,3.717499976119143e-05,0.026627735000147368
2262,39,6,8.487100012644078e-05,0.02650664600014352
2263,0,8,8.965100005298154e-05,0.026630820000264066
2264,20,34,0.0001063240001712984,0.029917692999788414
2265,43,16,9.997300003306009e-05,0.02690088500003185
2266,48,4,6.080799994379049e-05,0.02691281599982176
2267,24,8,5.3496999953495106e-05,0.030082713999945554
2268,39,7,5.9297999996488215e-05,0.026246690000334638
2269,32,8,9.7941999683826e-05,0.02690328499966199
2270,10,4,9.159199998975964e-05,0.02634655300016675
2271,36,40,5.938799995419686e-05,0.02832045700006347
2272,46,5,6.492800002888544e-05,0.026742675000150484
2273,40,3,0.0001077140000234067,0.026795670999945287
2274,10,18,8.835100015858188e-05,0.03092362300003515
2275,48,35,8.501100001012674e-05,0.02675027500026772
2276,27,19,5.807699972137925e-05,0.02731549800000721
2277,33,31,0.00010681399999157293,0.0276593620001222
2278,40,8,9.478199990553549e-05,0.02695945200002825
2279,18,19,4.6935999762354186e-05,0.02602790199989613
2280,49,15,5.058599981566658e-05,0.026920907000203442
2281,1,47,0.000116705000436923,0.02738949800004775
2282,28,1,0.00011280399985480472,0.02801221700019596
2283,3,13,9.153199971478898e-05,0.026286795000032726
2284,43,19,0.00011256500010858872,0.026439824999670236
2285,10,23,3.427399997235625e-05,0.02682250500038208
2286,13,46,5.666799961545621e-05,0.02621852599986596
2287,7,18,8.653100030642236e-05,0.02634359300009237
2288,14,44,0.00010843400013982318,0.026497352999740542
2289,3,23,0.00012403600021571037,0.02604928499977177
2290,0,38,0.0001158539998868946,0.026655432999632467
2291,31,45,7.261999962793197e-05,0.026617207000072085
2292,28,35,0.0001039029998537444,0.026201305000085995
2293,24,13,8.7850999989314e-05,0.026396319000014046
2294,1,48,8.39799999994284e-05,0.02633889199978512
2295,17,49,9.348200001113582e-05,0.026727221999863104
2296,8,45,2.3243000214279164e-05,0.026477369999611255
2297,21,33,7.60799998715811e-05,0.026449781999872357
2298,41,1,9.765300001163268e-05,0.0269072099999903
2299,3,36,8.36009999147791e-05,0.02668563199995333
2300,39,18,9.143199986283435e-05,0.026730996999958734
2301,7,0,7.778999997753999e-05,0.02665071799992802
2302,13,38,7.93300000623276e-05,0.0264975470004174
2303,1,48,4.919599996355828e-05,0.026611402000071394
2304,19,48,0.00012051500016241334,0.02662592400020003
2305,20,34,0.00012272499998289277,0.026869034999890573
2306,6,38,6.602799976462848e-05,0.02687337599991224
2307,46,10,8.076099993559183e-05,0.026011765000021114
2308,0,1,3.163399969707825e-05,0.026779712999996264
2309,39,39,1.8232000002171844e-05,0.026775053000164917
2310,4,22,9.936299966284423e-05,0.027058828999997786
2311,35,17,8.2660999851214e-05,0.02663831499967273
2312,41,22,7.04090002727753e-05,0.026429698999891116
2313,21,28,6.186700011312496e-05,0.026439159999881667
2314,43,23,7.017899997663335e-05,0.02652931099964917
2315,36,27,4.260500008967938e-05,0.026775692999763123
2316,37,26,8.983099996839883e-05,0.026703403999817965
2317,48,6,6.913900006111362e-05,0.02616724500012424
2318,13,49,9.11819997782004e-05,0.026590559000396752
2319,33,49,0.00010114299993801978,0.02669362300002831
2320,27,7,6.865900013508508e-05,0.027406724000229588
2321,1,45,9.449200024391757e-05,0.02725698399990506
2322,32,27,9.36020001063298e-05,0.026253596000060497
2323,1,38,8.416099990427028e-05,0.026895458000126382
2324,45,47,0.00013449799962472753,0.02670288299987078
2325,1,47,8.716100001038285e-05,0.026939185000173893
2326,16,32,5.7546999869373394e-05,0.02695330599999579
2327,2,15,6.213799997567548e-05,0.026660758000161877
2328,22,30,0.00010363299998061848,0.027025555999898643
2329,5,43,6.644900031460566e-05,0.026784713999859378
2330,47,44,9.482199993726681e-05,0.026714255000115372
2331,11,7,6.19669999650796e-05,0.02688484400005109
2332,41,31,7.155899993449566e-05,0.026595595000344474
2333,29,5,0.0001004229998216033,0.026653021999663906
2334,3,5,0.0001015030002236017,0.02710229900003469
2335,15,30,0.00011442499999247957,0.027257588999873406
2336,12,9,0.00012985600005777087,0.026922246999674826
2337,21,30,0.00012588600020535523,0.026975693999702344
2338,39,22,6.908899968038895e-05,0.02697374299987132
2339,36,38,6.239799995455542e-05,0.02674611400016147
2340,29,46,0.0001062339997588424,0.02656463999983316
2341,18,18,2.0691999907285208e-05,0.026983964999999444
2342,15,38,6.035799970049993e-05,0.02701859900025738
2343,5,46,3.345400000398513e-05,0.026518934999785415
2344,45,13,3.801499997280189e-05,0.026451295999777358
2345,16,11,6.335900025078445e-05,0.026816752999820892
2346,14,34,0.00011100399979113718,0.026904965000085213
2347,49,27,7.693899988225894e-05,0.0263663450000422
2348,8,8,2.118199972755974e-05,0.02712421300020651
2349,48,24,5.92470000810863e-05,0.027458964999823365
2350,44,22,0.00011761500036300276,0.026526116000241018
2351,28,30,0.00012322600014158525,0.027404208000007202
2352,11,24,7.697999990341486e-05,0.026960380999753397
2353,44,4,0.00011214400001335889,0.027307845999985148
2354,34,14,0.00010403400028735632,0.026734043000033125
2355,19,36,0.00011369499998181709,0.02692075599998134
2356,27,21,7.404899997709435e-05,0.027280112999960693
2357,41,22,0.00010711400000218418,0.02612809499987634
2358,46,41,9.936200012816698e-05,0.02703146099975129
2359,46,17,3.740400006790878e-05,0.02633019199993214
2360,34,29,6.553899993377854e-05,0.02657992300009937
2361,36,3,2.8324000140855787e-05,0.026270512999872153
2362,23,29,4.644499995265505e-05,0.026537548000305833
2363,17,19,9.115099965129048e-05,0.026642890999937663
2364,8,17,6.836900001871982e-05,0.02646272800029692
2365,48,37,8.229000013670884e-05,0.027432112000042252
2366,17,8,9.94829997580382e-05,0.026527946999976848
2367,24,9,8.929099976739963e-05,0.02652170000010301
2368,14,49,0.00013349699975151452,0.026871035000112897
2369,16,2,0.00010504400006539072,0.02664977699987503
2370,2,28,7.383900037893909e-05,0.027283107999664935
2371,45,14,7.45199999983015e-05,0.02634483799965892
2372,18,25,8.30599997243553e-05,0.026798146000146517
2373,41,47,6.314800020845723e-05,0.026810057000147935
2374,47,46,8.363100005226443e-05,0.026641734999884648
2375,1,45,6.125800018708105e-05,0.02671367499988264
2376,5,18,5.944800022916752e-05,0.026444801000252482
2377,35,38,5.646699992212234e-05,0.026707573999829037
2378,35,14,8.961200001067482e-05,0.02649383600009969
2379,16,49,7.521999987147865e-05,0.027215559000069334
2380,32,4,0.00010928300025625504,0.025981442000102106
2381,39,7,3.981500003646943e-05,0.02660616100001789
2382,49,21,9.837300012804917e-05,0.026530732000082935
2383,24,0,4.680600022766157e-05,0.02679633500019918
2384,45,21,8.273000003100606e-05,0.02628154000012728
2385,28,5,6.943900007172488e-05,0.026345177999701264
2386,7,22,9.225100029652822e-05,0.026546443999905023
2387,2,16,6.99489996804914e-05,0.026268877999882534
2388,24,4,6.552900003953255e-05,0.02708122200010621
2389,18,10,8.024999988265336e-05,0.027190106000034575
2390,27,1,8.782099985182867e-05,0.027072559999851364
2391,27,44,8.839099973556586e-05,0.02644755100027396
2392,36,8,0.00010453300001245225,0.02634864799983916
2393,33,28,4.834599985770183e-05,0.026481695000256877
2394,36,43,3.436500037423684e-05,0.02679518500008271
2395,16,24,9.629299984226236e-05,0.02648301499993977
2396,11,30,7.874000039009843e-05,0.026592929999878834
2397,8,45,8.739099985177745e-05,0.0263859740002772
2398,6,41,6.105800002842443e-05,0.026557415000297624
2399,24,20,7.225999979709741e-05,0.026940632999867375
2400,7,9,6.417799977498362e-05,0.02662774400005219
2401,29,47,4.858600004808977e-05,0.026603220000197325
2402,32,28,4.8456000058649806e-05,0.026753095000003668
2403,43,37,7.942000002003624e-05,0.027012377999653836
2404,45,33,8.451099984085886e-05,0.026859348000016325
2405,10,37,0.00010402399993836298,0.026728200999968976
2406,28,23,8.588100035922253e-05,0.02676557699987825
2407,42,19,8.152000009431504e-05,0.02639541000007739
2408,48,43,6.90990000293823e-05,0.027007416999822453
2409,4,19,3.3413999972253805e-05,0.026928487999612116
2410,13,9,0.00010829399980138987,0.02682637399993837
2411,25,16,3.274400023656199e-05,0.026298658000087016
2412,23,6,5.161600029168767e-05,0.026589954999963084
2413,16,19,6.336800015560584e-05,0.02678276900041965
2414,34,24,6.348800025079981e-05,0.02621470700023565
2415,17,23,8.651099960843567e-05,0.026958922000176244
2416,49,11,9.729199973662617e-05,0.026881562000198755
2417,38,0,0.00011070399978052592,0.02665608200004499
2418,46,37,6.254800018723472e-05,0.02646334900009606
2419,1,9,0.00011369499998181709,0.0264701889996104
2420,37,11,7.088899974405649e-05,0.027223293999668385
2421,46,29,0.00010166299989577965,0.02638303799994901
2422,13,29,6.565900002897251e-05,0.026366176000010455
2423,30,25,5.068600012236857e-05,0.026942988999962836
2424,18,2,5.0336000185779994e-05,0.02590034700006072
2425,40,35,7.43599998713762e-05,0.026272834000337753
2426,23,30,6.810800005041528e-05,0.026608316999954695
2427,28,35,3.106400026808842e-05,0.02692584699980216
2428,3,40,7.083900027282652e-05,0.02680690199986202
2429,28,3,4.457600016394281e-05,0.02631076799980292
2430,26,12,4.1414999941480346e-05,0.02655828000024485
2431,29,21,4.62960001641477e-05,0.026734542999747646
2432,46,34,6.839800016678055e-05,0.02647190000016053
2433,11,20,6.979899990255944e-05,0.025956663999750162
2434,25,45,0.00012087499999324791,0.02684090599996125
2435,47,45,0.00011811500007752329,0.025648535000073025
2436,4,6,6.340800018733717e-05,0.026117442000213487
2437,14,6,0.0001153039997916494,0.027110875000289525
2438,33,25,0.00010370300014983513,0.02689286800023183
2439,43,48,5.178699984753621e-05,0.026420977999805473
2440,36,5,0.00012295499982428737,0.0269141909998325
2441,31,26,6.838900026195915e-05,0.026727076999577548
2442,0,0,2.0632000087061897e-05,0.02653830300005211
2443,7,28,9.236200003215345e-05,0.027296398999624216
2444,34,18,0.00011076400005549658,0.02676830299969879
2445,45,20,6.786899984945194e-05,0.026212562000182515
2446,18,6,8.783100020082202e-05,0.026639595999768062
2447,32,7,8.394999986194307e-05,0.026483336000183044
2448,49,29,7.036900024104398e-05,0.026280151000264595
2449,3,10,7.2808999902918e-05,0.026547323999693617
2450,15,32,7.7780000083294e-05,0.02642424800023946
2451,15,20,4.84659999528958e-05,0.02632569599973067
2452,20,25,0.00011435499982326292,0.026822958999673574
2453,39,45,9.170200019070762e-05,0.02680192599973452
2454,44,17,9.713200006444822e-05,0.02648077599997123
2455,45,48,7.83999998930085e-05,0.026219212999876618
2456,42,28,0.00013909800009059836,0.026853601999846433
2457,7,49,0.0001239260000147624,0.02652925199981837
2458,38,7,5.7326999922224786e-05,0.02655251500027589
2459,10,9,6.135800003903569e-05,0.027061628999945242
2460,7,3,7.217899974421016e-05,0.026265988999966794
2461,19,12,0.00010398299991720705,0.027099204000023747
2462,28,10,0.00010526300002311473,0.026041370000257302
2463,46,32,9.450200013816357e-05,0.027104515000246465
2464,1,31,9.098100008486654e-05,0.026956656000038492
2465,38,10,9.076099968297058e-05,0.026619093000135763
2466,45,27,5.9468000017659506e-05,0.0270755609999469
2467,42,19,3.568499960238114e-05,0.02632480600004783
2468,34,29,0.00010498300025574281,0.026511309999932564
2469,27,24,0.00010512299968468142,0.02686114300013287
2470,34,46,9.405099990544841e-05,0.026935100999708084
2471,18,45,0.00012981600002603955,0.026456788999894343
2472,35,42,3.687499975058017e-05,0.02673420300016005
2473,18,21,8.678099993630894e-05,0.026927327999601403
2474,12,44,6.749799968019943e-05,0.026221448999876884
2475,28,47,9.741199983182014e-05,0.026184183999703237
2476,1,45,0.00012192500025776098,0.026320581999698334
2477,2,33,0.00012519600022642408,0.02715736599975571
2478,37,11,7.857899981900118e-05,0.026498113999878115
2479,4,22,7.516899995607673e-05,0.026309110000056535
2480,5,3,9.252200015907874e-05,0.02735587100005432
2481,18,47,0.0001191149999613117,0.026602247000028
2482,24,47,8.712099997865153e-05,0.02663601100039159
2483,2,0,3.301400010968791e-05,0.027026170000226557
2484,24,19,9.901299972625566e-05,0.026282776000243757
2485,41,29,5.592699972112314e-05,0.026583523999761383
2486,33,24,5.651699984809966e-05,0.026236930999857577
2487,46,30,8.871099998941645e-05,0.026925527000003058
2488,29,22,3.3834000078059034e-05,0.026933738000025187
2489,45,47,8.473100024275482e-05,0.026384609000160708
2490,14,36,5.1045999953203136e-05,0.02627136499995686
2491,39,29,0.00010536300032981671,0.02672349199974633
2492,49,3,5.5886999689391814e-05,0.02648303100022531
2493,48,13,9.898200005409308e-05,0.026615648999722907
2494,32,37,0.00010841399989658385,0.0264301649999652
2495,15,13,4.56760003544332e-05,0.026855137999973522
2496,20,18,5.713699965781416e-05,0.0263082689998555
2497,28,19,6.77680000080727e-05,0.02602433399988513
2498,6,9,3.827399996225722e-05,0.026537599000221235
2499,45,1,8.780100006333669e-05,0.027400207000027876
2500,12,14,7.985000002008746e-05,0.02629718900016087
2501,5,42,5.4057000397733646e-05,0.026322790999984136
2502,20,41,0.00013193699987823493,0.02667481600019528
2503,31,49,6.721800036757486e-05,0.02680092099990361
2504,21,21,1.777199986463529e-05,0.02693327799988765
2505,29,49,7.619999996677507e-05,0.027280026999960683
2506,20,41,0.00012241600006746012,0.02672781700039195
2507,21,25,0.00011064400041504996,0.027150881000125082
2508,26,44,0.00010482399966349476,0.02670720500009338
2509,43,47,0.00011012400000254274,0.026500409000163927
2510,5,19,7.161900020946632e-05,0.027088952999747562
2511,38,44,4.784599968843395e-05,0.02647756699980164
2512,48,3,3.971500018451479e-05,0.026278352000190353
2513,40,32,3.4064999908878235e-05,0.02707233000000997
2514,36,27,6.248799991226406e-05,0.02688437699998758
2515,49,33,9.958200007531559e-05,0.026282291999905283
2516,36,10,6.207800015545217e-05,0.026769181999952707
2517,0,3,8.650000017951243e-05,0.026834252000298875
2518,19,34,7.859000015741913e-05,0.026697323999997025
2519,27,4,6.644800032518106e-05,0.026449402999787708
2520,45,19,0.00010320299998056726,0.02685743400024876
2521,45,18,2.9564000215032138e-05,0.02620312199996988
2522,41,38,6.636799980697106e-05,0.026409088000036718
2523,0,24,6.773900031475932e-05,0.026492308000342746
2524,46,26,6.740899971191538e-05,0.026572467999812943
2525,15,47,9.058100022230064e-05,0.025858199000140303
2526,48,23,3.7245000385155436e-05,0.0265358940000624
2527,15,10,0.00010359299994888715,0.026610722999976133
2528,43,4,4.218599997329875e-05,0.02642677999983789
2529,44,43,8.872099988366244e-05,0.026461383999958343
2530,49,20,9.28210001802654e-05,0.026409397999941575
2531,2,16,9.125099995799246e-05,0.026747970000087662
2532,1,31,6.187700000737095e-05,0.026743140000235144
2533,10,9,5.135600031280774e-05,0.025811573999817483
2534,38,28,8.01099999989674e-05,0.02685175300030096
2535,2,5,4.192500000499422e-05,0.026583028999993985
2536,1,0,6.264800003918936e-05,0.02666123900007733
2537,24,22,9.524200004307204e-05,0.026632585999777802
2538,21,40,0.00012325500028964598,0.026706224999998085
2539,36,5,5.407700018622563e-05,0.026745440000013332
2540,25,13,7.35190001250885e-05,0.02669703900028253
2541,10,11,3.1133999982557725e-05,0.02682757499997024
2542,15,29,2.7192999823455466e-05,0.026920497999981308
2543,37,5,0.00010372299993832712,0.026485432999834302
2544,29,11,8.548000005248468e-05,0.026652733999981137
2545,45,7,6.880899991301703e-05,0.046332360999713273
2546,48,33,0.00010981399964293814,0.03758943299999373
2547,28,9,9.803199964153464e-05,0.026828785999896354
2548,11,16,4.2425000174262095e-05,0.026619120000304974
2549,42,32,9.017200000016601e-05,0.026781799000218598
2550,7,23,7.588000016767182e-05,0.02722285500021826
2551,41,15,6.773799987058737e-05,0.026422715000080643
2552,7,38,0.00010645299971656641,0.026436336999722698
2553,17,3,7.14979996701004e-05,0.026592286999857606
2554,48,2,8.756100032769609e-05,0.026298419999875478
2555,15,7,4.227599993100739e-05,0.02674512500016135
2556,24,13,6.7938000029244e-05,0.026522898000166606
2557,42,2,7.42900001569069e-05,0.02700643799971658
2558,42,45,5.043699957241188e-05,0.026000591999945755
2559,4,47,8.145999981934438e-05,0.026369328999862773
2560,45,31,7.365900000877446e-05,0.02687512100010281
2561,46,27,0.00011884500008818577,0.026701600000251347
2562,39,44,0.00010164300010728766,0.02634125499980655
2563,15,9,9.138099994743243e-05,0.026318191999962437
2564,22,33,8.428099999946426e-05,0.02674927599991861
2565,37,43,8.837099994707387e-05,0.026925218000087625
2566,26,3,8.11099998827558e-05,0.025938365000001795
2567,16,13,2.8123999982199166e-05,0.02639861200032101
2568,6,18,8.472100034850882e-05,0.02667373599979328
2569,19,18,2.726299999267212e-05,0.02677208899967809
2570,12,9,3.210400018360815e-05,0.026550780999968993
2571,45,44,9.996199969464215e-05,0.02672885399988445
2572,7,0,5.403600016506971e-05,0.026480513000024075
2573,3,14,8.791100026428467e-05,0.026764757999899302
2574,41,32,5.8786999943549745e-05,0.026474414000404067
2575,6,47,8.43699999677483e-05,0.026690194999900996
2576,40,21,9.311200028605526e-05,0.026491780000014842
2577,34,16,8.178999996744096e-05,0.026741120999759005
2578,23,26,6.533799978569732e-05,0.02675640300003579
2579,11,32,6.178700004966231e-05,0.026672541999687382
2580,37,46,8.257000035882811e-05,0.026606623999668955
2581,48,17,9.500200030743144e-05,0.026710197000284097
2582,6,9,6.342799997582915e-05,0.02637413500042385
2583,26,1,2.5453000034758588e-05,0.026663330999781465
2584,40,0,7.381900013569975e-05,0.02646691700010706
2585,31,35,0.00010095200013893191,0.026069616999848222
2586,16,39,5.6166999911511084e-05,0.02701765499978137
2587,43,48,5.721700017602416e-05,0.02671772800022154
2588,9,29,0.00011089300005551195,0.026792947000103595
2589,1,1,1.771199958966463e-05,0.026977809999607416
2590,42,4,8.888100001058774e-05,0.02664754899979016
2591,35,1,9.547199988446664e-05,0.02638353600013943
2592,4,3,7.205899964901619e-05,0.026563059000181966
2593,43,47,0.00010382299979028176,0.02663359700000001
2594,42,26,8.147000016833772e-05,0.026716386999851238
2595,38,12,0.00011140400010845042,0.02670677700007218
2596,30,21,0.00010879299998123315,0.02706403100000898
2597,44,14,4.6736000058444915e-05,0.02624141900014365
2598,36,39,7.149800012484775e-05,0.026746501999696193
2599,13,35,0.00010637300010785111,0.027175165000244306
2600,34,35,6.286799998633796e-05,0.026736650000202644
2601,36,31,3.4994000088772736e-05,0.02726574600001186
2602,24,8,0.00012213499985591625,0.026567279000119015
2603,14,10,5.5857000006653834e-05,0.02671989800001029
2604,23,23,1.7821999790612608e-05,0.026519213000028685
2605,28,29,0.0001063830000020971,0.026983340000242606
2606,30,17,6.464799980676617e-05,0.026836462000119354
2607,9,31,0.00012495600003603613,0.026306576000024506
2608,11,16,3.919399978258298e-05,0.02651485300020795
2609,20,33,5.8428000102139777e-05,0.026712306000263197
2610,36,31,7.835999986127717e-05,0.02639681299979202
2611,39,16,7.211899992398685e-05,0.026620301000093605
2612,44,0,5.3666999974666396e-05,0.026196309000170004
2613,39,21,6.662799978585099e-05,0.026371660999757296
2614,18,21,2.7323000267642783e-05,0.02620346999992762
2615,49,48,0.00011050400007661665,0.026590326999667013
2616,24,18,0.00011018399982276605,0.026680929000121978
2617,7,45,0.00011134400028822711,0.026382221999938338
2618,14,6,0.00010806299997057067,0.026677799000026425
2619,22,44,7.845900017855456e-05,0.026986236999618995
2620,34,40,5.003700016459334e-05,0.026632473000063328
2621,9,36,2.0942999981343746e-05,0.026895834999777435
2622,30,43,8.495100018990343e-05,0.02647628300019278
2623,33,25,3.432399989833357e-05,0.02644179900016752
2624,16,16,1.811199990697787e-05,0.02661925099982909
2625,4,21,7.121799990272848e-05,0.027205853999930696
2626,12,5,7.724999977654079e-05,0.02680946500004211
2627,38,27,5.606600007013185e-05,0.026657034999971074
2628,23,7,5.6146999668271746e-05,0.02633560699996451
2629,10,41,9.872200007521315e-05,0.0265699050000876
2630,21,48,0.00010270299981129938,0.026490785000078176
2631,2,44,4.5525000132329296e-05,0.026751487999717938
2632,27,12,9.191199978886289e-05,0.02630616199985525
2633,17,3,5.057600037616794e-05,0.02623923399960404
2634,16,38,0.00010626300036165048,0.02675739899996188
2635,3,43,8.282999988296069e-05,0.02686117099983676
2636,19,8,5.617700026050443e-05,0.026270528999702947
2637,46,43,0.00011534400027812808,0.026702722000209178
2638,24,12,8.114999991448713e-05,0.026426348000313737
2639,37,49,2.8204000045661815e-05,0.027090329000202473
2640,29,24,0.00010468300024513155,0.02657236599998214
2641,44,40,0.00011140400010845042,0.026575916000183497
2642,18,37,9.310099994763732e-05,0.026178207000157272
2643,6,35,0.00011403400003473507,0.026542611999957444
2644,37,8,5.9377000070526265e-05,0.026452539999809233
2645,36,34,0.00010823399998116656,0.026298697999664
2646,23,24,7.043799996608868e-05,0.026282075999915833
2647,30,16,0.0001104329999179754,0.026773535999836895
2648,46,11,0.00011643399966487777,0.026962989999901765
2649,8,21,9.622099969419651e-05,0.02613327799963372
2650,23,7,7.915000014691032e-05,0.02690316200005327
2651,13,48,7.239900014610612e-05,0.026666492999993352
2652,43,14,0.00010741300002337084,0.026664612999866222
2653,36,35,0.00010509300000194344,0.026218218999929377
2654,36,45,6.576799978574854e-05,0.026576161999855685
2655,48,26,2.365299997109105e-05,0.026835793999907764
2656,21,16,7.422899989251164e-05,0.026805121000052168
2657,31,33,7.236900000862079e-05,0.0269190039998648
2658,47,49,9.295099971495802e-05,0.02678745799994431
2659,8,33,0.00011001399980159476,0.02650093200008996
2660,32,14,5.47460003872402e-05,0.026404351000110182
2661,7,49,7.252900013554608e-05,0.02654670800029635
2662,21,0,3.998500005764072e-05,0.026976060999913898
2663,17,11,6.832799999756389e-05,0.02668636599992169
2664,36,8,7.692000008319155e-05,0.026537826999629033
2665,31,28,9.556199984217528e-05,0.02596467700004723
2666,30,12,5.994699995426345e-05,0.02642088300035539
2667,31,6,7.822999987183721e-05,0.02507363799986706
2668,24,0,7.594999988214113e-05,0.025377014000241616
2669,24,12,6.747899988113204e-05,0.025468216000263055
2670,43,33,7.95599999037222e-05,0.02551997199998368
2671,43,9,6.979799991313484e-05,0.0248079550001421
2672,8,39,3.4233999940624926e-05,0.02410999899984745
2673,6,7,5.800700000690995e-05,0.024366890999772295
2674,36,9,2.8323000151431188e-05,0.02411682000001747
2675,1,48,3.76140001208114e-05,0.02409228799979246
2676,0,21,7.78599996920093e-05,0.023628370000096766
2677,9,35,7.11089996912051e-05,0.02385828800015588
2678,7,22,2.0541999674605904e-05,0.02531824699963181
2679,21,30,9.434200001123827e-05,0.02333340399991357
2680,23,13,8.023999998840736e-05,0.023217078000016045
2681,38,2,5.679700007021893e-05,0.022678412000004755
2682,39,44,8.733100003155414e-05,0.022999810999863257
2683,20,30,6.67580002300383e-05,0.022777894000228116
2684,13,27,5.0907000058941776e-05,0.02224709799975244
2685,41,12,5.445700026029954e-05,0.021995167999648402
2686,23,0,5.997700009174878e-05,0.02183127800026341
2687,15,7,9.049099980984465e-05,0.022013180000158172
2688,11,40,2.281300021422794e-05,0.021768670000255952
2689,46,41,6.0616999689955264e-05,0.02157477699984156
2690,21,23,5.992699971102411e-05,0.021592419000171503
2691,11,12,7.83190002948686e-05,0.021359151000069687
2692,9,34,6.8938999902457e-05,0.02113196299978881
2693,27,47,6.438799982788623e-05,0.021210961999713618
2694,48,12,7.406899976558634e-05,0.020682716999999684
2695,7,38,1.932299983309349e-05,0.020569564000197715
2696,39,2,6.150699982754304e-05,0.020410565000020142
2697,3,24,2.2622999949817313e-05,0.020078533999821957
2698,47,47,1.3762000435235677e-05,0.02073316399992109
2699,48,8,6.345699966914253e-05,0.01988430099981997
2700,34,27,7.52190003368014e-05,0.01996577999989313
