exp,source,target,edges,density,t_dijkstra,t_floyd
0,0,14,134,0.7052631578947368,1.591000000189524e-05,0.0013643269999192853
1,0,16,128,0.6736842105263158,4.014099999949394e-05,0.0013716569999360217
2,3,11,119,0.6263157894736842,2.6589999833959155e-05,0.0013774579999790149
3,5,16,117,0.6157894736842106,3.055000001950248e-05,0.0014250269998683507
4,2,13,126,0.6631578947368421,2.2299999955066596e-05,0.0013885179998851527
5,6,4,122,0.6421052631578947,2.1000000060666935e-05,0.0013618969999242836
6,1,13,122,0.6421052631578947,2.3881000061010127e-05,0.0013993070001561136
7,17,16,120,0.631578947368421,2.4400000029345392e-05,0.0013833979999162693
8,4,13,130,0.6842105263157895,1.7309999975623214e-05,0.0013534970000819158
9,3,10,133,0.7,4.5310000132303685e-05,0.0013943879998805642
10,0,16,124,0.6526315789473685,1.1730000096576987e-05,0.001373477000015555
11,4,4,128,0.6736842105263158,5.920999910813407e-06,0.001368086999946172
12,2,7,136,0.7157894736842105,2.717000006668968e-05,0.0013892980000491661
13,18,1,125,0.6578947368421053,1.77599999915401e-05,0.0013823770000271907
14,12,15,131,0.6894736842105263,2.2739999849363812e-05,0.0013594270001249242
15,17,9,117,0.6157894736842106,4.811000007975963e-05,0.001365077999935238
16,14,1,120,0.631578947368421,2.9070999971736455e-05,0.0013869869999325601
17,5,1,131,0.6894736842105263,4.5749999799227226e-05,0.0013592780001090432
18,16,4,129,0.6789473684210526,3.7599999814119656e-05,0.001384408000149051
19,11,4,117,0.6157894736842106,3.1010999919089954e-05,0.0013634469999033172
20,15,7,127,0.6684210526315789,2.6879999950324418e-05,0.001470337999990079
21,2,14,127,0.6684210526315789,3.426000012041186e-05,0.0014372279999861348
22,16,16,118,0.6210526315789474,6.439999879148672e-06,0.0014175880000948382
23,1,1,124,0.6526315789473685,5.910000027142814e-06,0.0013599769999927958
24,2,6,114,0.6,2.853000000868633e-05,0.0014207579999947484
25,11,15,122,0.6421052631578947,2.6990000151272397e-05,0.0013697869999305112
26,17,0,133,0.7,1.7449999859309173e-05,0.0013618379998661112
27,2,2,122,0.6421052631578947,5.749999900217517e-06,0.0013672570000835549
28,5,14,123,0.6473684210526316,3.6771000168300816e-05,0.0013726270001370722
29,11,12,134,0.7052631578947368,2.3729999838906224e-05,0.0013682669998615893
30,15,14,120,0.631578947368421,1.1279999853286427e-05,0.001374528000042119
31,14,10,132,0.6947368421052632,4.100000001017179e-05,0.001384678000022177
32,8,15,134,0.7052631578947368,2.272999995511782e-05,0.0013862670000435173
33,15,10,118,0.6210526315789474,2.332000008209434e-05,0.0013579669998762256
34,8,2,126,0.6631578947368421,2.272099982292275e-05,0.001369477000025654
35,14,16,125,0.6578947368421053,2.283000003444613e-05,0.0013916979999066825
36,13,1,120,0.631578947368421,2.800999982355279e-05,0.0013843770000221411
37,10,4,123,0.6473684210526316,2.0200000108161476e-05,0.0013774579999790149
38,0,19,122,0.6421052631578947,4.205000004731119e-05,0.0013540469999497873
39,12,2,134,0.7052631578947368,4.187099989394483e-05,0.0013791670000955492
40,3,3,129,0.6789473684210526,5.790000159322517e-06,0.001360657000077481
41,9,8,132,0.6947368421052632,3.7779999956910615e-05,0.001444197999944663
42,7,12,131,0.6894736842105263,4.080100006831344e-05,0.001365607000025193
43,14,9,128,0.6736842105263158,3.766000008909032e-05,0.0015460479999092058
44,18,1,128,0.6736842105263158,1.8231000012747245e-05,0.0013773369998943963
45,8,5,132,0.6947368421052632,3.762000005735899e-05,0.0013515380001081212
46,15,9,131,0.6894736842105263,4.1140000121231424e-05,0.0013624770001570141
47,3,13,118,0.6210526315789474,3.293999998277286e-05,0.0013655269999617303
48,4,14,116,0.6105263157894737,2.7019999834010378e-05,0.001393897999832916
49,3,14,117,0.6157894736842106,2.242000005026057e-05,0.001383398000143643
50,6,18,130,0.6842105263157895,2.4340999971173005e-05,0.00136021699995581
51,10,14,124,0.6526315789473685,2.638999990267621e-05,0.0013867369998479262
52,9,8,121,0.6368421052631579,3.441100011514209e-05,0.001348876999827553
53,13,17,128,0.6736842105263158,3.358999992997269e-05,0.0013488170000073296
54,15,5,122,0.6421052631578947,2.7280000040263985e-05,0.001368748000004416
55,17,2,129,0.6789473684210526,3.143999992971658e-05,0.0013848169999164384
56,6,2,124,0.6526315789473685,1.4469999996435945e-05,0.0013774479998573952
57,11,16,125,0.6578947368421053,3.486000014163437e-05,0.001387357000112388
58,10,6,128,0.6736842105263158,3.248000007260998e-05,0.0013770769999155164
59,14,16,118,0.6210526315789474,4.262999982529436e-05,0.00139285800014477
60,11,7,125,0.6578947368421053,3.893999996762432e-05,0.0013485969998328073
61,12,16,122,0.6421052631578947,2.977000008286268e-05,0.0014247480000904034
62,9,12,130,0.6842105263157895,3.826000011031283e-05,0.0013484569999491214
63,9,19,126,0.6631578947368421,4.3171000015718164e-05,0.0014013769998655334
64,16,2,127,0.6684210526315789,2.3430000055668643e-05,0.0013556680000874621
65,16,18,127,0.6684210526315789,3.464999986135808e-05,0.0014278979999744479
66,13,2,127,0.6684210526315789,3.8610000046901405e-05,0.001341997000054107
67,14,18,122,0.6421052631578947,3.360000005159236e-05,0.0014092480000726937
68,19,1,122,0.6421052631578947,1.4180000107444357e-05,0.001364067000167779
69,0,12,136,0.7157894736842105,2.7749999844672857e-05,0.0013776080002116942
70,6,10,128,0.6736842105263158,3.714000013133045e-05,0.0013639870001043164
71,13,17,130,0.6842105263157895,3.060000017285347e-05,0.0013846880001437967
72,12,12,132,0.6947368421052632,5.650000048262882e-06,0.0013489569998910156
73,14,4,118,0.6210526315789474,4.493000005822978e-05,0.0013743079998675967
74,14,4,126,0.6631578947368421,3.4589999813761096e-05,0.0013493470000867092
75,7,10,131,0.6894736842105263,3.676000005725655e-05,0.001350607999938802
76,3,0,139,0.7315789473684211,2.672999994501879e-05,0.0013965269999971497
77,17,13,127,0.6684210526315789,3.938100007871981e-05,0.0013621369998872979
78,2,9,130,0.6842105263157895,1.9559999827833963e-05,0.001384567000059178
79,8,12,140,0.7368421052631579,3.849099994113203e-05,0.0013282769998568256
80,5,4,127,0.6684210526315789,2.704999997149571e-05,0.0013901879999593802
81,11,2,131,0.6894736842105263,3.2900999940466136e-05,0.0013720570000259613
82,13,0,117,0.6157894736842106,4.087000002073182e-05,0.0014294879999852128
83,17,0,132,0.6947368421052632,4.4039999920642003e-05,0.001375867000206199
84,12,17,119,0.6263157894736842,2.2219999891603948e-05,0.0013488879999385972
85,19,3,115,0.6052631578947368,3.143999992971658e-05,0.0013687870000467228
86,18,16,126,0.6631578947368421,4.411000008985866e-05,0.0014036879999821394
87,11,2,128,0.6736842105263158,2.824000011969474e-05,0.001367757000025449
88,13,12,120,0.631578947368421,1.4960000044084154e-05,0.001388297999938004
89,14,12,131,0.6894736842105263,2.2039999976186664e-05,0.0013749269999152602
90,1,8,122,0.6421052631578947,1.029000009111769e-05,0.0013897080000333517
91,19,5,134,0.7052631578947368,1.9670000028781942e-05,0.0013600469999346387
92,5,13,123,0.6473684210526316,2.6950000119541073e-05,0.0013959780001187028
93,12,17,135,0.7105263157894737,3.306999997221283e-05,0.0013745169999310747
