exp,source,target,edges,density,t_dijkstra,t_floyd
0,67,42,2321,0.734493670886076,0.0003641120001702802,0.07047962200022084
1,32,40,2334,0.7386075949367089,0.0003016720002051443,0.07091207400026178
2,75,74,2371,0.7503164556962025,0.0003933820003112487,0.07012372100007269
3,57,13,2352,0.7443037974683544,0.00012217999983477057,0.0707624440001382
4,58,21,2369,0.7496835443037975,0.0001616009999452217,0.06995812000013757
5,7,74,2348,0.7430379746835443,0.00010405100010757451,0.07036941100022887
6,37,66,2360,0.7468354430379747,0.0003548320000845706,0.07050633200015
7,61,41,2409,0.7623417721518987,0.00040534199979447294,0.07027395200020692
8,33,62,2361,0.7471518987341772,0.0003501810001580452,0.07047817300008319
9,30,68,2401,0.7598101265822785,0.00032911099970078794,0.06999477999988812
10,43,21,2308,0.730379746835443,0.00024069099981716136,0.06994521900014661
11,33,35,2350,0.7436708860759493,0.0001912310003717721,0.07048358200017901
12,26,68,2376,0.7518987341772152,0.00020004099997095182,0.0703165610002543
13,36,72,2362,0.7474683544303797,0.00039724199996271636,0.06988106900007551
14,14,53,2341,0.7408227848101265,7.04200001564459e-05,0.07050532199991721
15,32,65,2387,0.7553797468354431,0.00017566099995747209,0.06981930899974031
16,13,32,2358,0.7462025316455696,0.0002414810001027945,0.07015028099976917
17,3,36,2337,0.7395569620253165,0.0003162110001539986,0.06996441000001141
18,4,11,2325,0.7357594936708861,9.70810001490463e-05,0.07094690400026593
19,19,6,2366,0.7487341772151899,0.0003010119999089511,0.07066602200029592
20,61,65,2355,0.745253164556962,0.0003701609998643107,0.0697267489999831
21,55,17,2343,0.7414556962025316,5.000100009056041e-05,0.0701657299996441
22,66,33,2403,0.7604430379746835,0.00028223099980095867,0.06992840899965813
23,12,25,2387,0.7553797468354431,0.00015713099992353818,0.07031031099995744
24,27,42,2345,0.7420886075949367,0.00029447099996104953,0.07026529100039625
25,22,54,2319,0.7338607594936709,0.00028057200006514904,0.07059249200028717
26,66,8,2361,0.7471518987341772,0.00012653100020543206,0.07034509000004618
27,69,78,2362,0.7474683544303797,0.0002453109996167768,0.07012528999985079
28,50,29,2352,0.7443037974683544,0.00029949100007797824,0.0698706189996301
29,74,41,2379,0.7528481012658228,0.00031551200027024606,0.07011130000000776
30,66,31,2376,0.7518987341772152,0.0002895719999287394,0.07040878099996917
31,30,67,2349,0.7433544303797468,8.019100005185464e-05,0.07018057000004774
32,49,0,2339,0.7401898734177215,0.00022375099979399238,0.07028776099969036
33,46,33,2353,0.7446202531645569,0.00014449099990088143,0.07093701399981
34,26,40,2369,0.7496835443037975,0.0003764220000448404,0.07093229300016901
35,67,71,2402,0.7601265822784811,0.0003569120003703574,0.07074249200013583
36,69,59,2404,0.760759493670886,0.0002366710000387684,0.07096581399991919
37,10,10,2364,0.7481012658227848,2.0179999864922138e-05,0.07068884199998138
38,49,18,2382,0.7537974683544304,0.00022903099988980102,0.07058373200015922
39,37,75,2396,0.7582278481012659,0.00038274200005616876,0.07021378999979788
40,78,67,2408,0.7620253164556962,0.00021940099986750283,0.0707395730000826
41,28,53,2352,0.7443037974683544,0.00018556100030764355,0.07096178400024655
42,12,27,2379,0.7528481012658228,0.000293870999939827,0.07065865300000951
43,46,57,2375,0.7515822784810127,0.00016435099996670033,0.07107030399993164
44,58,22,2392,0.7569620253164557,0.00012938100007886533,0.07123891499986712
45,3,50,2331,0.7376582278481013,0.0003085019998252392,0.0709622929998659
46,42,5,2375,0.7515822784810127,0.00035979099993710406,0.07068853300006595
47,51,8,2384,0.7544303797468355,0.00025956099989343784,0.07093771400013793
48,42,36,2372,0.7506329113924051,0.00031852199981585727,0.07069198199997118
49,26,37,2322,0.7348101265822785,0.00027401100032875547,0.07168603700029053
50,61,10,2419,0.765506329113924,9.120000004259055e-05,0.07077097299998059
51,62,19,2362,0.7474683544303797,0.00024814200014589005,0.07073705199991309
52,33,78,2358,0.7462025316455696,0.0002908319997914077,0.07068917200012947
53,21,42,2346,0.7424050632911392,0.0001723810000839876,0.0709322229999998
54,79,29,2352,0.7443037974683544,0.00011165099977006321,0.07073414199976469
55,66,40,2367,0.7490506329113924,0.0003221910001229844,0.07112278400018113
56,58,38,2349,0.7433544303797468,0.00010602099973766599,0.0703711710002608
57,64,34,2341,0.7408227848101265,0.0002608009999676142,0.07095414400009759
58,35,65,2355,0.745253164556962,0.000361132000307407,0.0712017040000319
59,72,17,2343,0.7414556962025316,0.00011167000002387795,0.07032466999999087
60,8,27,2340,0.740506329113924,0.0003065509999942151,0.07047973199996704
61,33,46,2379,0.7528481012658228,7.572999993499252e-05,0.0704202910001186
62,78,60,2329,0.7370253164556962,0.00020594099987647496,0.07057561200008422
63,39,54,2362,0.7474683544303797,0.0002547420003793377,0.07038175000025149
64,20,52,2344,0.7417721518987341,0.0003098709998994309,0.07133145499983584
65,31,25,2390,0.7563291139240507,0.0001401409999743919,0.070721562000017
66,19,69,2413,0.7636075949367088,0.00022950099992158357,0.07093886300026497
67,14,75,2415,0.7642405063291139,0.00025046100017789286,0.07072484199989049
68,4,10,2366,0.7487341772151899,0.00011376100019333535,0.07088259200008906
69,1,66,2347,0.7427215189873417,0.00026390100038042874,0.07075317299995731
70,71,27,2353,0.7446202531645569,0.0002803819998007384,0.07082758200021999
71,44,21,2376,0.7518987341772152,0.00015887099971223506,0.07060552200027814
72,60,11,2353,0.7446202531645569,0.0003090720001637237,0.07075729200005298
73,22,78,2343,0.7414556962025316,0.0004105920002075436,0.07093854300001112
74,6,60,2377,0.7522151898734177,0.00034875199980888283,0.07103339299965228
75,0,60,2381,0.7534810126582279,0.0003410720000829315,0.07046834099992338
76,18,64,2413,0.7636075949367088,0.0003771910000978096,0.07041903099980118
77,72,10,2363,0.7477848101265823,0.00010227100028714631,0.07090332300003865
78,5,73,2367,0.7490506329113924,0.0002387810000072932,0.07066458200006309
79,20,11,2329,0.7370253164556962,0.0001004209998427541,0.07090515200025038
80,58,4,2352,0.7443037974683544,0.00011033999999199295,0.07120930499968381
81,7,35,2387,0.7553797468354431,0.0003397720001885318,0.07076958200013905
82,8,72,2437,0.7712025316455696,0.00029124100001354236,0.06955999699994209
83,37,27,2352,0.7443037974683544,0.0003434519999245822,0.07450315000005503
84,67,56,2358,0.7462025316455696,0.0002039309997599048,0.07064784200019858
85,70,45,2366,0.7487341772151899,0.0003378819997124083,0.07053961099973094
86,38,67,2341,0.7408227848101265,0.00019783099969572504,0.07111408299988398
87,13,13,2372,0.7506329113924051,2.029999996011611e-05,0.07035890000042855
88,63,37,2372,0.7506329113924051,8.062999995672726e-05,0.06958662700026252
89,72,50,2353,0.7446202531645569,0.00030072099980316125,0.07050663100017118
90,5,35,2364,0.7481012658227848,0.00014800100007050787,0.0704555000002074
91,73,25,2359,0.7465189873417721,0.00011029100005544024,0.07000371799995264
92,8,38,2343,0.7414556962025316,0.00029298099980223924,0.07047690099989268
93,74,7,2327,0.7363924050632912,0.0003992819997620245,0.06973731700009012
94,9,20,2346,0.7424050632911392,0.0001343799999631301,0.06991107799967722
95,61,8,2352,0.7443037974683544,0.0003868819999297557,0.07011073900002884
96,17,35,2369,0.7496835443037975,0.0002805509998324851,0.07076231200016991
97,38,11,2363,0.7477848101265823,0.0002494010000191338,0.06976263800015658
98,36,53,2379,0.7528481012658228,0.00016991100028462824,0.0699808680001297
99,28,20,2353,0.7446202531645569,0.00020430100039448007,0.07042717000012999
100,19,59,2411,0.7629746835443038,7.176999997682287e-05,0.07016559899966524
101,37,18,2351,0.7439873417721519,0.0002246610001748195,0.070390910000242
102,21,62,2386,0.7550632911392405,0.0003913819996341772,0.07020703900025183
103,30,67,2368,0.7493670886075949,0.00039122199996199924,0.07016143900000316
104,36,3,2395,0.7579113924050633,0.0003239709999434126,0.0777387049997742
105,22,54,2383,0.7541139240506329,0.00026627100032783346,0.07063312099990071
106,42,27,2335,0.7389240506329114,0.0002761219998319575,0.07075125199980903
107,35,1,2347,0.7427215189873417,8.242000012614881e-05,0.07055272100024013
108,21,79,2364,0.7481012658227848,0.0004064509998897847,0.07066588199995749
109,58,66,2332,0.7379746835443038,0.00040283099997395766,0.07025837999981377
110,73,50,2346,0.7424050632911392,0.00027231100011704257,0.06982548700034386
111,34,6,2357,0.7458860759493671,8.001100013643736e-05,0.07091558199999781
112,0,6,2396,0.7582278481012659,0.00021282099987729453,0.0705894900002022
113,76,9,2353,0.7446202531645569,0.00030883099998391117,0.07074406099991393
114,22,35,2357,0.7458860759493671,0.0001692910000201664,0.07006986799979131
115,6,74,2380,0.7531645569620253,0.00020312099968577968,0.06941791500003092
116,9,21,2378,0.7525316455696203,0.00023980100013432093,0.0705607909999344
117,3,9,2356,0.7455696202531645,0.00037744200017186813,0.07040213000027506
118,14,27,2329,0.7370253164556962,0.0004080219996467349,0.07039027900009387
119,11,1,2380,0.7531645569620253,0.00023443100008080364,0.07057246000022133
120,54,12,2328,0.7367088607594937,8.657099988340633e-05,0.07068000100025529
121,46,38,2336,0.739240506329114,0.0001667810001890757,0.07073492100016665
122,50,74,2365,0.7484177215189873,0.00023118099989005714,0.07020230899979651
123,9,77,2367,0.7490506329113924,0.0003717820000019856,0.07052149999981339
124,34,56,2346,0.7424050632911392,0.00019765099978030776,0.07049739000012778
125,18,74,2378,0.7525316455696203,0.00035551200016925577,0.07060647100024653
126,31,5,2387,0.7553797468354431,0.0002463509999870439,0.0697645069999453
127,22,70,2372,0.7506329113924051,0.00019980099978056387,0.07050694000008662
128,78,24,2358,0.7462025316455696,4.34300000051735e-05,0.0704940999999053
129,67,13,2367,0.7490506329113924,0.00011776000019381172,0.07075529100029598
130,37,77,2371,0.7503164556962025,0.00041881200013449416,0.07053269000016371
131,34,13,2343,0.7414556962025316,0.00024593100033598603,0.07041616000014983
132,51,26,2380,0.7531645569620253,0.0001528410002720193,0.0700917379999737
133,14,68,2416,0.7645569620253164,0.00038657200002489844,0.07027754900036598
134,66,52,2365,0.7484177215189873,0.0003593219998947461,0.07019087799972112
135,2,43,2346,0.7424050632911392,0.00032718199963710504,0.0701094680002825
136,66,21,2387,0.7553797468354431,0.0002655019998201169,0.07038632900002995
137,0,24,2299,0.7275316455696202,0.0002635309997458535,0.07013188900009482
138,39,39,2350,0.7436708860759493,1.863999978013453e-05,0.07068185099979019
139,2,41,2370,0.75,7.931000027383561e-05,0.07045921000008093
140,7,66,2360,0.7468354430379747,0.00021285100001477986,0.07001960800016604
141,6,70,2350,0.7436708860759493,0.0002245010000478942,0.07068600100001277
142,34,6,2334,0.7386075949367089,0.0003388410000297881,0.0706991309998557
143,74,5,2350,0.7436708860759493,0.00023115100020731916,0.07062514000017472
144,73,75,2385,0.754746835443038,0.0002144909999515221,0.07040520999998989
145,44,73,2332,0.7379746835443038,0.00022918099966773298,0.06936813500033168
146,79,62,2347,0.7427215189873417,0.0003097920002801402,0.06978810600003271
147,56,23,2340,0.740506329113924,0.00015906100043139304,0.07012049800005116
148,75,65,2340,0.740506329113924,0.0003229909998481162,0.07071002100019541
149,18,66,2346,0.7424050632911392,0.000359711999863066,0.07041170899992721
150,58,31,2349,0.7433544303797468,0.0002881820000766311,0.07045881900012319
151,72,39,2355,0.745253164556962,0.00016536099974473473,0.0701631179999822
152,24,38,2366,0.7487341772151899,0.00032659199996487587,0.07020394799974383
153,30,15,2353,0.7446202531645569,6.617000008191098e-05,0.07061156100007793
154,26,11,2365,0.7484177215189873,0.0003138410002065939,0.07087873199998285
155,65,7,2370,0.75,0.0002481710002939508,0.07096840099984547
156,64,6,2354,0.7449367088607595,0.00019061100010731025,0.07148808399961126
157,44,3,2369,0.7496835443037975,0.00025080200020966004,0.07150729400018463
158,53,47,2338,0.7398734177215189,0.0003544809997038101,0.07127028300010352
159,45,76,2338,0.7398734177215189,0.00018313100008526817,0.07066090999978769
160,11,79,2336,0.739240506329114,0.00040379199981543934,0.07081832099993335
161,30,57,2335,0.7389240506329114,0.000371412000276905,0.07096562200013068
162,5,69,2351,0.7439873417721519,7.287099970199051e-05,0.07102237199978845
163,11,79,2408,0.7620253164556962,0.0004122119999010465,0.07045728000002782
164,8,5,2345,0.7420886075949367,0.00029718099995079683,0.071044812999844
165,22,26,2393,0.7572784810126583,0.0002539209999667946,0.0708389809997243
166,49,64,2306,0.729746835443038,0.00020860099994024495,0.0713104530000237
167,75,12,2341,0.7408227848101265,0.0001598809999450168,0.07088796099969841
168,50,60,2303,0.7287974683544304,8.872999978848384e-05,0.07117788300001848
169,58,64,2317,0.7332278481012658,0.00033163099988087197,0.07114769200006776
