exp,source,target,edges,density,t_dijkstra,t_floyd
0,50,30,1078,0.4463768115942029,0.00017334299991489388,0.04832650199978161
1,5,18,1025,0.4244306418219462,0.00017469199974584626,0.048374794000210386
2,59,48,1049,0.4343685300207039,0.00022740399981557857,0.04845807399988189
3,38,1,1061,0.43933747412008284,0.00016571200012549525,0.048888791000081255
4,56,14,1037,0.42939958592132504,0.0002438139999867417,0.04860484599976189
5,44,27,1087,0.4501035196687371,0.00013136200004737475,0.04802086700010477
6,20,25,1048,0.4339544513457557,4.750100015371572e-05,0.04842182299989872
7,67,30,1045,0.432712215320911,0.00013819199966746964,0.0487207680002939
8,52,62,1090,0.45134575569358176,0.00024537300032534404,0.047994418000143924
9,22,66,1085,0.4492753623188406,0.00021010299997215043,0.0483453520000694
10,21,11,1059,0.43850931677018634,0.00010869199968510657,0.04833199200038507
11,34,19,1072,0.44389233954451346,0.00020749299983435776,0.04826554000010219
12,49,52,1062,0.43975155279503103,0.00021688400011043996,0.0483586010000181
13,29,5,1089,0.4509316770186335,0.00023312400026043179,0.048587645000225166
14,33,27,1069,0.4426501035196687,0.0001755519997459487,0.048097318000145606
15,55,4,1071,0.4434782608695652,4.902099999526399e-05,0.048363231000166707
16,37,26,1075,0.4451345755693582,0.00020831299980272888,0.04858724499990785
17,52,28,1067,0.4418219461697723,0.0001299519999520271,0.048500763999982155
18,62,63,1060,0.4389233954451346,0.00019469300013952306,0.04841092300011951
19,63,30,1040,0.4306418219461698,0.00015010199967946392,0.04805133800027761
20,56,0,1091,0.45175983436853,0.00020129299991822336,0.04779952300032164
21,66,64,1083,0.4484472049689441,0.00018724300025496632,0.048825938000391034
22,28,37,1054,0.43643892339544516,0.00011030199993911083,0.04920737399970676
23,20,60,1026,0.4248447204968944,6.324100013443967e-05,0.04811877799966169
24,12,59,1023,0.4236024844720497,0.0001360720002594462,0.04878315799987831
25,26,40,1106,0.4579710144927536,0.0002287540000907029,0.04836138100017706
26,32,30,1018,0.4215320910973085,8.985199974631541e-05,0.04867426600003455
27,51,15,1074,0.44472049689440996,0.00020647299970733002,0.04818302900002891
28,52,65,1070,0.44306418219461696,0.00021955300007903134,0.047936584999661136
29,59,35,1065,0.4409937888198758,0.00021297300008882303,0.0485553449998406
30,67,11,1031,0.4269151138716356,0.00021042299977125367,0.04876648600020417
31,39,28,1104,0.45714285714285713,9.920200000124169e-05,0.04842672099994161
32,47,13,1069,0.4426501035196687,7.632099959664629e-05,0.04794810500015956
33,40,12,1091,0.45175983436853,9.684100041340571e-05,0.04850054300004558
34,42,58,1032,0.42732919254658386,0.00020419299971763394,0.048759916000108205
